Time;Generator 1 aktivno primanje;Generator 1 aktivno davanje;Generator 1 reaktivno primanje;Generator 1 reaktivno davanje;Generator 2 aktivno primanje;Generator 2 aktivno davanje;Generator 2 reaktivno primanje;Generator 2 reaktivno davanje;Generator 3 aktivno primanje;Generator 3 aktivno davanje;Generator 3 reaktivno primanje;Generator 3 reaktivno davanje
;kWh;kWh;kvarh;kvarh;kWh;kWh;kvarh;kvarh;kWh;kWh;kvarh;kvarh
1.1.2025 01:00;0;11.781;0;2.508;0;0;0;0;0;0;0;0
1.1.2025 02:00;0;14.405;0;1.584;0;0;0;0;0;0;0;0
1.1.2025 03:00;0;11.798;231;215;0;0;0;0;0;0;0;0
1.1.2025 04:00;0;11.781;215;149;0;0;0;0;0;0;0;0
1.1.2025 05:00;0;11.781;0;891;0;0;0;0;0;0;0;0
1.1.2025 06:00;0;11.781;0;429;0;0;0;0;0;0;0;0
1.1.2025 07:00;0;11.781;17;974;0;0;0;0;0;0;0;0
1.1.2025 08:00;0;11.798;792;33;0;0;0;0;0;0;0;0
1.1.2025 09:00;0;11.781;182;875;0;0;0;0;0;0;0;0
1.1.2025 10:00;0;11.814;0;677;0;0;0;0;0;0;0;0
1.1.2025 11:00;0;11.781;0;1.304;0;0;0;0;0;0;0;0
1.1.2025 12:00;0;11.814;380;380;0;0;0;0;0;0;0;0
1.1.2025 13:00;0;11.814;281;281;0;0;0;0;0;0;0;0
1.1.2025 14:00;0;11.798;33;116;0;0;0;0;0;0;0;0
1.1.2025 15:00;0;11.814;17;1.502;0;0;0;0;0;0;0;0
1.1.2025 16:00;0;14.768;50;594;0;0;0;0;0;0;0;0
1.1.2025 17:00;0;16.335;215;611;0;0;0;0;0;0;0;0
1.1.2025 18:00;0;19.718;1.304;330;0;0;0;0;0;0;0;0
1.1.2025 19:00;0;19.734;1.601;0;0;0;0;0;0;0;0;0
1.1.2025 20:00;0;20.609;660;0;0;0;0;0;0;0;0;0
1.1.2025 21:00;0;23.661;462;17;0;0;0;0;0;0;0;0
1.1.2025 22:00;0;23.678;1.403;0;0;0;0;0;0;0;0;0
1.1.2025 23:00;0;18.860;17;1.485;0;0;0;0;0;0;0;0
2.1.2025 00:00;0;13.398;0;1.007;0;0;0;0;0;0;0;0
2.1.2025 01:00;0;11.798;66;875;0;0;0;0;0;0;0;0
2.1.2025 02:00;0;11.781;0;1.815;0;0;0;0;0;0;0;0
2.1.2025 03:00;0;11.781;0;1.073;0;0;0;0;0;0;0;0
2.1.2025 04:00;0;11.798;182;264;0;0;0;0;0;0;0;0
2.1.2025 05:00;0;11.781;0;1.749;0;0;0;0;0;0;0;0
2.1.2025 06:00;0;11.781;0;2.657;0;0;0;0;0;0;0;0
2.1.2025 07:00;0;16.731;0;1.650;0;0;0;0;0;0;0;0
2.1.2025 08:00;0;16.748;776;198;0;0;0;0;0;0;0;0
2.1.2025 09:00;0;16.764;50;941;0;0;0;0;0;0;0;0
2.1.2025 10:00;0;16.781;0;2.409;0;0;0;0;0;0;0;0
2.1.2025 11:00;0;16.748;0;2.954;0;0;0;0;0;0;0;0
2.1.2025 12:00;0;14.999;0;2.541;0;0;0;0;0;0;0;0
2.1.2025 13:00;0;14.784;0;1.799;0;0;0;0;0;0;0;0
2.1.2025 14:00;0;14.784;0;1.980;0;0;0;0;0;0;0;0
2.1.2025 15:00;0;14.784;165;231;0;0;0;0;0;0;0;0
2.1.2025 16:00;0;16.434;17;1.469;0;0;0;0;0;0;0;0
2.1.2025 17:00;0;21.219;0;1.172;0;0;0;0;0;0;0;0
2.1.2025 18:00;0;23.645;17;660;0;0;0;0;0;0;0;0
2.1.2025 19:00;0;23.678;578;149;0;0;0;0;0;0;0;0
2.1.2025 20:00;0;22.985;396;50;0;0;0;0;0;0;0;0
2.1.2025 21:00;0;19.701;429;0;0;0;0;0;0;0;0;0
2.1.2025 22:00;0;20.873;1.436;0;0;0;0;0;0;0;0;0
2.1.2025 23:00;0;23.678;974;0;0;0;0;0;0;0;0;0
3.1.2025 00:00;0;23.199;2.046;0;0;0;0;0;0;0;0;0
3.1.2025 01:00;0;14.999;561;314;0;0;0;0;0;0;0;0
3.1.2025 02:00;0;13.580;297;528;0;0;0;0;0;0;0;0
3.1.2025 03:00;0;13.794;1.584;0;0;0;0;0;0;0;0;0
3.1.2025 04:00;0;13.778;2.574;0;0;0;0;0;0;0;0;0
3.1.2025 05:00;0;13.778;2.145;0;0;0;0;0;0;0;0;0
3.1.2025 06:00;0;13.778;1.139;182;0;0;0;0;0;0;0;0
3.1.2025 07:00;0;19.107;726;264;0;0;0;0;0;0;0;0
3.1.2025 08:00;0;23.661;2.376;0;0;0;0;0;0;0;0;0
3.1.2025 09:00;0;20.081;33;1.023;0;3.713;0;413;0;957;0;33
3.1.2025 10:00;0;14.784;0;1.419;0;15.048;0;1.386;0;0;0;0
3.1.2025 11:00;0;13.349;0;2.492;0;13.613;0;2.178;0;0;0;0
3.1.2025 12:00;0;13.794;0;2.921;0;14.042;0;2.591;0;0;0;0
3.1.2025 13:00;0;16.319;17;611;0;16.599;99;330;0;0;0;0
3.1.2025 14:00;0;11.798;0;1.980;0;12.045;0;1.634;0;0;0;0
3.1.2025 15:00;0;17.622;0;1.568;0;17.903;0;1.188;0;0;0;0
3.1.2025 16:00;0;19.256;0;1.122;0;19.569;0;710;0;12.194;215;33
3.1.2025 17:00;0;19.701;0;1.089;0;20.031;17;693;0;20.081;413;116
3.1.2025 18:00;0;19.718;0;1.485;0;20.031;0;1.089;0;20.031;50;132
3.1.2025 19:00;0;19.718;0;990;0;20.031;0;578;0;20.031;462;0
3.1.2025 20:00;0;20.378;0;891;0;20.708;0;495;0;20.741;561;0
3.1.2025 21:00;0;16.170;0;858;0;16.467;0;462;0;16.467;611;0
3.1.2025 22:00;0;17.936;0;891;0;5.775;0;264;0;18.233;578;0
3.1.2025 23:00;0;17.606;0;1.419;0;0;0;0;0;17.919;264;248
4.1.2025 00:00;0;19.041;1.155;0;0;0;0;0;0;19.338;809;50
4.1.2025 01:00;0;15.774;0;1.667;0;0;0;0;0;3.218;0;347
4.1.2025 02:00;0;14.784;215;743;0;0;0;0;0;0;0;0
4.1.2025 03:00;0;19.190;594;83;0;0;0;0;0;0;0;0
4.1.2025 04:00;0;18.711;644;132;0;5.082;83;0;0;0;0;0
4.1.2025 05:00;0;19.635;0;809;0;19.932;33;281;0;0;0;0
4.1.2025 06:00;0;22.638;149;165;0;22.968;594;17;0;0;0;0
4.1.2025 07:00;0;21.995;0;1.089;0;22.407;83;528;0;0;0;0
4.1.2025 08:00;0;22.176;396;545;0;22.622;545;198;0;0;0;0
4.1.2025 09:00;0;22.457;1.353;0;0;22.902;1.403;0;0;0;0;0
4.1.2025 10:00;0;22.721;1.898;0;0;23.183;2.327;0;0;0;0;0
4.1.2025 11:00;0;18.579;363;1.436;0;18.876;528;1.188;0;0;0;0
4.1.2025 12:00;0;17.721;0;2.343;0;17.985;0;2.096;0;0;0;0
4.1.2025 13:00;0;14.504;0;2.310;0;14.751;0;2.046;0;0;0;0
4.1.2025 14:00;0;11.831;0;2.393;0;12.045;0;2.129;0;0;0;0
4.1.2025 15:00;0;11.814;0;2.013;0;12.062;0;1.749;0;0;0;0
4.1.2025 16:00;0;11.831;0;2.607;0;12.045;0;2.310;0;0;0;0
4.1.2025 17:00;0;16.038;0;1.205;0;16.302;17;842;0;0;0;0
4.1.2025 18:00;0;21.780;0;1.947;0;22.209;0;1.518;0;0;0;0
4.1.2025 19:00;0;23.001;0;1.155;0;23.414;0;743;0;0;0;0
4.1.2025 20:00;0;23.628;0;875;0;23.975;0;479;0;0;0;0
4.1.2025 21:00;0;23.694;17;314;0;24.041;149;66;0;0;0;0
4.1.2025 22:00;0;23.711;165;116;0;24.090;479;33;0;0;0;0
4.1.2025 23:00;0;18.480;116;165;0;18.777;396;33;0;0;0;0
5.1.2025 00:00;0;14.240;0;1.700;0;3.729;17;182;0;0;0;0
5.1.2025 01:00;0;13.778;0;2.673;0;0;0;0;0;0;0;0
5.1.2025 02:00;0;13.778;33;1.073;0;0;0;0;0;0;0;0
5.1.2025 03:00;0;13.794;1.304;33;0;0;0;0;0;0;0;0
5.1.2025 04:00;0;13.778;2.079;0;0;0;0;0;0;0;0;0
5.1.2025 05:00;0;13.794;2.970;0;0;0;0;0;0;0;0;0
5.1.2025 06:00;0;13.794;1.551;0;0;0;0;0;0;0;0;0
5.1.2025 07:00;0;21.714;677;149;0;0;0;0;0;0;0;0
5.1.2025 08:00;0;23.678;1.386;83;0;0;0;0;0;0;0;0
5.1.2025 09:00;0;23.678;1.172;0;0;0;0;0;0;0;0;0
5.1.2025 10:00;0;23.678;297;17;0;0;0;0;0;0;0;0
5.1.2025 11:00;0;23.694;1.155;0;0;0;0;0;0;0;0;0
5.1.2025 12:00;0;20.262;545;0;0;0;0;0;0;0;0;0
5.1.2025 13:00;0;19.751;83;132;0;0;0;0;0;0;0;0
5.1.2025 14:00;0;19.734;0;165;0;0;0;0;0;0;0;0
5.1.2025 15:00;0;22.820;1.667;0;0;0;0;0;0;0;0;0
5.1.2025 16:00;0;21.450;875;83;0;0;0;0;0;2.591;66;0
5.1.2025 17:00;0;17.358;99;825;0;0;0;0;0;17.655;347;182
5.1.2025 18:00;0;22.061;1.568;0;0;0;0;0;0;22.424;1.551;0
5.1.2025 19:00;0;22.539;710;0;0;0;0;0;0;22.968;743;0
5.1.2025 20:00;0;20.048;165;264;0;0;0;0;0;20.411;198;231
5.1.2025 21:00;0;15.362;0;1.089;0;0;0;0;0;15.675;0;1.023
5.1.2025 22:00;0;11.468;0;1.287;0;0;0;0;0;11.715;0;1.238
5.1.2025 23:00;0;11.732;0;2.178;0;0;0;0;0;9.917;0;1.997
6.1.2025 00:00;0;19.734;182;545;0;0;0;0;0;0;0;0
6.1.2025 01:00;0;15.692;50;908;0;0;0;0;0;0;0;0
6.1.2025 02:00;0;16.517;83;776;0;0;0;0;0;0;0;0
6.1.2025 03:00;0;19.734;396;99;0;0;0;0;0;0;0;0
6.1.2025 04:00;0;19.718;2.541;0;0;0;0;0;0;0;0;0
6.1.2025 05:00;0;19.734;2.442;0;0;0;0;0;0;0;0;0
6.1.2025 06:00;0;20.510;693;396;0;0;0;0;0;0;0;0
6.1.2025 07:00;0;23.661;627;330;0;116;0;0;0;0;0;0
6.1.2025 08:00;0;17.952;429;0;0;18.249;1.667;0;0;0;0;0
6.1.2025 09:00;0;22.358;149;347;0;22.803;1.089;0;0;0;0;0
6.1.2025 10:00;0;19.751;0;1.716;0;20.048;17;396;0;0;0;0
6.1.2025 11:00;0;15.543;0;1.980;0;15.807;0;1.947;0;0;0;0
6.1.2025 12:00;0;14.784;0;2.063;0;15.032;0;2.525;0;0;0;0
6.1.2025 13:00;0;15.857;0;1.716;0;16.104;0;2.178;0;0;0;0
6.1.2025 14:00;0;18.480;0;1.304;0;18.744;0;1.749;0;0;0;0
6.1.2025 15:00;0;21.434;17;347;0;21.846;0;776;0;0;0;0
6.1.2025 16:00;0;21.434;149;66;0;21.896;0;347;0;0;0;0
6.1.2025 17:00;0;21.797;50;627;0;22.275;116;1.007;0;0;0;0
6.1.2025 18:00;0;22.193;132;17;0;22.688;809;0;0;0;0;0
6.1.2025 19:00;0;22.440;198;83;0;22.919;825;0;0;0;0;0
6.1.2025 20:00;0;22.556;561;0;0;23.051;1.238;0;0;0;0;0
6.1.2025 21:00;0;22.605;1.733;0;0;23.084;2.459;0;0;0;0;0
6.1.2025 22:00;0;16.979;693;0;0;14.273;1.155;0;0;0;0;0
6.1.2025 23:00;0;23.298;957;0;0;0;0;0;0;0;0;0
7.1.2025 00:00;0;15.576;17;446;0;0;0;0;0;0;0;0
7.1.2025 01:00;0;11.930;149;462;0;0;0;0;0;0;0;0
7.1.2025 02:00;0;12.788;116;1.089;0;0;0;0;0;0;0;0
7.1.2025 03:00;0;12.788;347;33;0;0;0;0;0;0;0;0
7.1.2025 04:00;0;12.788;792;0;0;0;0;0;0;0;0;0
7.1.2025 05:00;0;12.788;347;231;0;0;0;0;0;0;0;0
7.1.2025 06:00;0;18.332;512;644;0;0;0;0;0;660;0;33
7.1.2025 07:00;0;17.985;396;264;0;0;0;0;0;18.299;215;462
7.1.2025 08:00;0;20.972;0;1.155;0;0;0;0;0;21.467;0;1.304
7.1.2025 09:00;0;21.500;0;528;0;0;0;0;0;21.978;17;429
7.1.2025 10:00;0;21.830;50;99;0;0;0;0;0;22.259;116;17
7.1.2025 11:00;0;21.368;660;0;0;0;0;0;0;21.648;809;0
7.1.2025 12:00;0;19.734;776;0;0;0;0;0;0;20.031;941;0
7.1.2025 13:00;0;15.180;66;165;0;0;0;0;0;15.444;116;50
7.1.2025 14:00;0;14.784;0;1.353;0;0;0;0;0;15.032;0;1.188
7.1.2025 15:00;0;15.263;0;1.634;0;0;0;0;0;15.527;0;1.452
7.1.2025 16:00;0;14.801;0;908;0;0;0;0;0;15.048;17;759
7.1.2025 17:00;0;14.801;1.106;0;0;0;0;0;0;15.065;1.287;0
7.1.2025 18:00;0;14.801;1.122;0;0;0;0;0;0;15.065;1.287;0
7.1.2025 19:00;0;14.801;1.089;0;0;0;0;0;0;15.065;1.271;0
7.1.2025 20:00;0;14.619;446;17;0;0;0;0;0;14.883;627;0
7.1.2025 21:00;0;13.794;132;132;0;0;0;0;0;14.058;231;50
7.1.2025 22:00;0;15.065;462;83;0;0;0;0;0;15.312;611;50
7.1.2025 23:00;0;22.985;924;17;0;0;0;0;0;23.414;1.188;0
8.1.2025 00:00;0;22.952;2.541;0;0;0;0;0;0;23.430;2.591;0
8.1.2025 01:00;0;19.008;1.452;17;0;0;0;0;0;4.356;132;0
8.1.2025 02:00;0;19.734;4.455;0;0;0;0;0;0;0;0;0
8.1.2025 03:00;0;18.926;4.719;0;0;0;0;0;0;0;0;0
8.1.2025 04:00;0;17.012;4.571;0;0;0;0;0;0;0;0;0
8.1.2025 05:00;0;19.734;4.224;0;0;0;0;0;0;0;0;0
8.1.2025 06:00;0;19.751;3.878;0;0;0;0;0;0;0;0;0
8.1.2025 07:00;0;22.127;495;495;0;5.363;182;0;0;0;0;0
8.1.2025 08:00;0;20.724;198;660;0;21.219;347;314;0;2.079;33;17
8.1.2025 09:00;0;16.731;0;1.436;0;17.012;0;726;0;17.028;149;17
8.1.2025 10:00;0;15.774;0;1.766;0;16.055;0;1.007;0;16.038;17;182
8.1.2025 11:00;0;20.625;17;1.700;0;1.353;0;99;0;20.922;33;380
8.1.2025 12:00;0;17.672;0;1.353;0;0;0;0;0;17.952;0;1.271
8.1.2025 13:00;0;20.279;0;891;0;0;0;0;0;20.592;0;809
8.1.2025 14:00;0;19.734;0;924;0;0;0;0;0;20.015;0;842
8.1.2025 15:00;0;18.728;17;347;0;0;0;0;0;19.008;33;264
8.1.2025 16:00;0;16.814;0;677;0;0;0;0;0;17.078;17;594
8.1.2025 17:00;0;16.715;0;1.584;0;0;0;0;0;16.995;0;1.584
8.1.2025 18:00;0;16.715;0;1.898;0;0;0;0;0;16.995;0;1.848
8.1.2025 19:00;0;20.691;0;1.469;0;0;0;0;0;21.071;0;1.353
8.1.2025 20:00;0;23.034;0;1.271;0;0;0;0;0;23.562;0;1.122
8.1.2025 21:00;0;23.463;0;594;0;0;0;0;0;23.942;0;446
8.1.2025 22:00;0;23.661;0;1.139;0;0;0;0;0;23.991;0;1.040
8.1.2025 23:00;0;19.965;0;858;0;0;0;0;0;20.246;0;743
9.1.2025 00:00;0;15.692;0;726;0;0;0;0;0;66;0;0
9.1.2025 01:00;0;13.778;0;2.030;0;0;0;0;0;0;0;0
9.1.2025 02:00;0;13.778;0;1.188;0;0;0;0;0;0;0;0
9.1.2025 03:00;0;13.794;0;627;0;0;0;0;0;0;0;0
9.1.2025 04:00;0;13.811;33;429;0;0;0;0;0;0;0;0
9.1.2025 05:00;0;13.778;0;726;0;0;0;0;0;0;0;0
9.1.2025 06:00;0;14.999;0;2.525;0;0;0;0;0;0;0;0
9.1.2025 07:00;0;20.609;743;198;0;6.864;50;50;0;0;0;0
9.1.2025 08:00;0;21.038;281;17;0;21.335;281;17;0;0;0;0
9.1.2025 09:00;0;21.714;50;165;0;22.028;1.667;0;0;0;0;0
9.1.2025 10:00;0;21.714;116;0;0;22.011;858;0;0;0;0;0
9.1.2025 11:00;0;21.731;957;50;0;22.011;1.403;0;0;0;0;0
9.1.2025 12:00;0;21.714;1.155;0;0;21.995;1.634;0;0;0;0;0
9.1.2025 13:00;0;21.714;1.155;0;0;22.011;1.650;0;0;0;0;0
9.1.2025 14:00;0;21.714;1.700;0;0;21.995;2.195;0;0;0;0;0
9.1.2025 15:00;0;21.467;2.046;0;0;21.929;2.492;0;0;0;0;0
9.1.2025 16:00;0;21.186;1.073;0;0;21.681;1.106;0;0;0;0;0
9.1.2025 17:00;0;21.500;1.683;0;0;21.978;1.733;0;0;0;0;0
9.1.2025 18:00;0;21.731;1.056;0;0;22.011;1.073;0;0;0;0;0
9.1.2025 19:00;0;20.906;528;0;0;21.203;545;17;0;0;0;0
9.1.2025 20:00;0;14.322;33;165;0;14.586;33;149;0;0;0;0
9.1.2025 21:00;0;13.382;99;83;0;13.629;116;66;0;0;0;0
9.1.2025 22:00;0;14.289;149;248;0;7.920;0;231;0;0;0;0
9.1.2025 23:00;0;13.200;33;1.320;0;0;0;0;0;0;0;0
10.1.2025 00:00;0;11.534;33;1.551;0;0;0;0;0;0;0;0
10.1.2025 01:00;0;18.579;66;809;0;0;0;0;0;0;0;0
10.1.2025 02:00;0;14.174;182;363;0;0;0;0;0;0;0;0
10.1.2025 03:00;0;11.814;264;132;0;0;0;0;0;0;0;0
10.1.2025 04:00;0;11.814;1.733;0;0;0;0;0;0;0;0;0
10.1.2025 05:00;0;11.814;1.700;0;0;0;0;0;0;0;0;0
10.1.2025 06:00;0;13.035;149;297;0;0;0;0;0;0;0;0
10.1.2025 07:00;0;22.094;380;429;0;0;0;0;0;0;0;0
10.1.2025 08:00;0;17.391;264;1.139;0;16.517;198;363;0;0;0;0
10.1.2025 09:00;0;19.041;0;2.772;0;19.338;0;2.772;0;0;0;0
10.1.2025 10:00;0;22.490;0;1.584;0;22.803;0;1.073;0;0;0;0
10.1.2025 11:00;0;17.853;0;1.518;0;18.051;0;974;0;17.837;0;611
10.1.2025 12:00;0;17.507;0;1.749;0;17.787;0;1.205;0;17.787;0;726
10.1.2025 13:00;0;18.827;0;1.337;0;19.124;99;759;0;2.904;0;231
10.1.2025 14:00;0;19.734;0;1.238;0;20.015;0;512;0;0;0;0
10.1.2025 15:00;0;19.718;0;1.040;0;20.031;0;330;0;0;0;0
10.1.2025 16:00;0;20.675;17;363;0;20.955;396;17;0;0;0;0
10.1.2025 17:00;0;20.097;644;50;0;20.411;1.337;0;0;7.128;83;33
10.1.2025 18:00;0;19.272;116;66;0;19.569;809;0;0;19.569;215;33
10.1.2025 19:00;0;19.718;429;0;0;20.031;1.155;0;0;20.031;611;0
10.1.2025 20:00;0;20.097;528;0;0;20.394;1.287;0;0;20.394;743;0
10.1.2025 21:00;0;21.698;825;0;0;22.011;1.568;0;0;22.011;1.056;0
10.1.2025 22:00;0;21.005;1.749;0;0;21.318;2.475;0;0;21.318;1.964;0
10.1.2025 23:00;0;16.863;941;0;0;14.883;1.403;0;0;17.160;924;50
11.1.2025 00:00;0;15.378;17;429;0;0;0;0;0;5.495;0;99
11.1.2025 01:00;0;12.788;50;710;0;0;0;0;0;0;0;0
11.1.2025 02:00;0;12.804;17;561;0;0;0;0;0;0;0;0
11.1.2025 03:00;0;15.576;1.040;17;0;0;0;0;0;0;0;0
11.1.2025 04:00;0;17.754;1.799;0;0;0;0;0;0;0;0;0
11.1.2025 05:00;0;17.754;2.145;0;0;0;0;0;0;0;0;0
11.1.2025 06:00;0;18.002;1.518;0;0;1.650;182;17;0;0;0;0
11.1.2025 07:00;0;18.216;974;0;0;18.497;891;0;0;0;0;0
11.1.2025 08:00;0;18.744;743;33;0;19.041;924;17;0;0;0;0
11.1.2025 09:00;0;22.985;330;33;0;23.496;594;0;0;0;0;0
11.1.2025 10:00;0;23.595;1.007;0;0;24.008;1.304;0;0;0;0;0
11.1.2025 11:00;0;23.678;924;0;0;23.975;1.188;0;0;0;0;0
11.1.2025 12:00;0;19.800;17;479;0;20.081;33;248;0;0;0;0
11.1.2025 13:00;0;19.751;0;957;0;20.015;0;710;0;0;0;0
11.1.2025 14:00;0;19.734;215;1.172;0;20.015;330;1.007;0;0;0;0
11.1.2025 15:00;0;21.698;1.502;17;0;21.978;1.749;0;0;0;0;0
11.1.2025 16:00;0;20.840;1.931;66;0;21.285;2.228;0;0;4.092;33;50
11.1.2025 17:00;0;17.243;17;875;0;17.523;116;429;0;17.523;33;644
11.1.2025 18:00;0;18.678;0;1.733;0;18.959;0;1.172;0;18.975;0;1.419
11.1.2025 19:00;0;17.243;0;1.815;0;17.540;0;1.271;0;17.540;0;1.452
11.1.2025 20:00;0;15.791;0;2.492;0;16.071;0;1.914;0;16.071;0;2.112
11.1.2025 21:00;0;15.741;0;2.739;0;16.038;0;2.195;0;16.022;0;2.343
11.1.2025 22:00;0;15.758;0;2.888;0;16.038;0;2.343;0;16.038;0;2.574
11.1.2025 23:00;0;16.418;50;528;0;10.082;33;165;0;16.715;83;479
12.1.2025 00:00;0;17.226;792;33;0;0;0;0;0;17.507;875;17
12.1.2025 01:00;0;15.510;462;677;0;0;0;0;0;14.685;528;908
12.1.2025 02:00;0;16.467;0;446;0;0;0;0;0;0;0;0
12.1.2025 03:00;0;15.758;182;66;0;0;0;0;0;0;0;0
12.1.2025 04:00;0;15.758;281;66;0;0;0;0;0;0;0;0
12.1.2025 05:00;0;15.774;446;17;0;0;0;0;0;0;0;0
12.1.2025 06:00;0;20.031;693;0;0;0;0;0;0;0;0;0
12.1.2025 07:00;0;15.032;132;149;0;14.421;314;17;0;0;0;0
12.1.2025 08:00;0;14.784;132;132;0;15.065;495;17;0;0;0;0
12.1.2025 09:00;0;17.754;0;1.832;0;18.035;17;1.436;0;0;0;0
12.1.2025 10:00;0;20.081;297;594;0;20.345;330;578;0;0;0;0
12.1.2025 11:00;0;20.741;1.502;0;0;21.038;1.601;0;0;0;0;0
12.1.2025 12:00;0;17.804;1.188;0;0;18.068;1.287;0;0;0;0;0
12.1.2025 13:00;0;17.771;710;17;0;18.035;792;0;0;0;0;0
12.1.2025 14:00;0;17.771;314;363;0;18.051;363;347;0;0;0;0
12.1.2025 15:00;0;19.041;495;66;0;19.305;561;66;0;0;0;0
12.1.2025 16:00;0;20.774;396;215;0;21.153;1.023;149;0;0;0;0
12.1.2025 17:00;0;19.932;380;264;0;20.427;429;231;17;8.333;0;182
12.1.2025 18:00;0;20.444;528;17;0;20.823;578;0;0;20.807;792;0
12.1.2025 19:00;0;21.764;1.139;0;0;22.407;1.271;0;0;22.440;1.535;0
12.1.2025 20:00;0;21.615;1.320;0;0;22.193;1.436;0;0;22.176;1.749;0
12.1.2025 21:00;0;18.942;1.205;0;0;19.239;1.287;0;0;19.256;1.584;0
12.1.2025 22:00;0;19.140;1.073;182;0;6.782;363;0;0;19.470;1.370;165
12.1.2025 23:00;0;16.583;479;215;0;0;0;0;0;10.808;66;149
13.1.2025 00:00;0;16.368;693;545;0;0;0;0;0;0;0;0
13.1.2025 01:00;0;14.768;83;710;0;0;0;0;0;0;0;0
13.1.2025 02:00;0;14.834;1.073;0;0;0;0;0;0;0;0;0
13.1.2025 03:00;0;14.784;1.865;0;0;0;0;0;0;0;0;0
13.1.2025 04:00;0;14.784;1.320;0;0;0;0;0;0;0;0;0
13.1.2025 05:00;0;14.784;1.667;0;0;0;0;0;0;0;0;0
13.1.2025 06:00;0;21.071;1.815;0;0;0;0;0;0;0;0;0
13.1.2025 07:00;0;18.909;83;957;0;10.016;231;132;0;0;0;0
13.1.2025 08:00;0;16.434;17;1.073;0;16.731;33;924;0;0;0;0
13.1.2025 09:00;0;22.457;512;33;0;23.100;759;17;0;0;0;0
13.1.2025 10:00;0;23.232;842;149;0;23.942;1.007;83;0;0;0;0
13.1.2025 11:00;0;23.364;2.145;0;0;24.008;2.459;0;0;0;0;0
13.1.2025 12:00;0;23.001;825;0;0;23.744;1.122;0;0;0;0;0
13.1.2025 13:00;0;22.737;215;33;0;23.480;495;0;0;0;0;0
13.1.2025 14:00;0;22.424;149;248;0;23.133;264;66;0;0;0;0
13.1.2025 15:00;0;22.077;561;0;0;22.820;842;0;0;0;0;0
13.1.2025 16:00;0;21.896;1.007;33;0;22.589;1.287;0;0;0;0;0
13.1.2025 17:00;0;22.308;1.337;0;0;23.067;1.667;0;0;0;0;0
13.1.2025 18:00;0;17.441;149;33;0;17.787;380;0;0;14.949;1.617;0
13.1.2025 19:00;0;16.748;726;0;0;17.045;990;0;0;17.045;908;0
13.1.2025 20:00;0;14.817;347;429;0;15.098;462;99;0;15.114;446;314
13.1.2025 21:00;0;14.834;17;462;0;15.131;248;99;0;15.114;83;264
13.1.2025 22:00;0;16.484;248;792;0;8.465;429;149;0;16.764;330;495
13.1.2025 23:00;0;15.378;0;1.188;0;0;0;0;0;15.675;0;726
14.1.2025 00:00;0;16.286;0;1.122;0;0;0;0;0;1.139;0;99
14.1.2025 01:00;0;14.207;0;1.815;0;0;0;0;0;0;0;0
14.1.2025 02:00;0;12.012;0;1.848;0;0;0;0;0;0;0;0
14.1.2025 03:00;0;10.808;0;660;0;0;0;0;0;0;0;0
14.1.2025 04:00;0;10.808;0;363;0;0;0;0;0;0;0;0
14.1.2025 05:00;0;11.055;99;33;0;0;0;0;0;0;0;0
14.1.2025 06:00;0;16.962;182;132;0;0;0;0;0;0;0;0
14.1.2025 07:00;0;21.038;132;990;0;3.152;264;0;0;0;0;0
14.1.2025 08:00;0;19.289;0;2.079;0;19.718;347;33;0;0;0;0
14.1.2025 09:00;0;21.945;0;1.667;0;22.523;0;941;0;0;0;0
14.1.2025 10:00;0;18.266;0;1.106;0;18.563;17;363;0;0;0;0
14.1.2025 11:00;0;15.560;0;2.079;0;15.840;0;1.337;0;0;0;0
14.1.2025 12:00;0;12.788;0;2.706;0;13.035;0;1.964;0;0;0;0
14.1.2025 13:00;0;12.804;0;2.063;0;13.052;0;1.287;0;0;0;0
14.1.2025 14:00;0;12.788;0;2.079;0;13.052;0;1.320;0;0;0;0
14.1.2025 15:00;0;12.821;50;429;0;13.068;429;17;0;0;0;0
14.1.2025 16:00;0;14.306;17;479;0;14.553;314;0;0;0;0;0
14.1.2025 17:00;0;17.111;0;1.650;0;17.391;0;891;0;0;0;0
14.1.2025 18:00;0;20.493;0;1.469;0;20.823;0;677;0;0;0;0
14.1.2025 19:00;0;21.681;0;627;0;21.995;215;50;0;0;0;0
14.1.2025 20:00;0;21.698;363;198;0;22.028;924;17;0;0;0;0
14.1.2025 21:00;0;20.757;1.188;17;0;21.071;1.832;0;0;0;0;0
14.1.2025 22:00;0;16.385;825;83;0;16.682;1.106;17;0;0;0;0
14.1.2025 23:00;0;15.230;0;1.007;0;14.124;99;198;0;0;0;0
15.1.2025 00:00;0;11.732;83;545;0;0;0;0;0;0;0;0
15.1.2025 01:00;0;11.121;198;215;0;0;0;0;0;0;0;0
15.1.2025 02:00;0;14.025;17;1.403;0;0;0;0;0;0;0;0
15.1.2025 03:00;0;14.784;132;83;0;0;0;0;0;0;0;0
15.1.2025 04:00;0;14.768;545;0;0;0;0;0;0;0;0;0
15.1.2025 05:00;0;14.768;297;0;0;0;0;0;0;0;0;0
15.1.2025 06:00;0;15.807;413;693;0;0;0;0;0;0;0;0
15.1.2025 07:00;0;18.909;330;627;0;0;0;0;0;15.114;248;182
15.1.2025 08:00;0;20.774;116;743;0;0;0;0;0;21.087;66;875
